# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "30" "-t" "CDS" "-g" "transcript_id" "-s" "0" "-M" "-a" "./trinity_out_dir.Trinity.fasta.transdecoder.gtf" "-o" "NwOut-fc.txt" "SRR9106183_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106184_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106185_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106186_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106187_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106188_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106189_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106190_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106191_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106192_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106193_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106194_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106195_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106196_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106197_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106198_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106199_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106200_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106201_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106202_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106203_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106204_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106205_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106206_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106207_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106208_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106209_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106210_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106211_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106212_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106213_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106214_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106215_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106216_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106217_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106218_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106219_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106220_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106221_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106222_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106223_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106224_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106225_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106226_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106227_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106228_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106229_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106230_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106231_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106232_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106233_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106234_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106235_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106236_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106237_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106238_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106239_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106240_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106241_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106242_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106243_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106244_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106245_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106246_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106247_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106248_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106249_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106250_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106251_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106252_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106253_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106254_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" "SRR9106255_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9106183_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106184_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106185_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106186_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106187_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106188_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106189_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106190_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106191_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106192_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106193_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106194_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106195_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106196_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106197_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106198_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106199_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106200_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106201_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106202_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106203_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106204_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106205_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106206_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106207_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106208_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106209_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106210_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106211_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106212_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106213_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106214_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106215_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106216_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106217_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106218_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106219_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106220_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106221_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106222_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106223_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106224_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106225_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106226_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106227_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106228_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106229_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106230_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106231_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106232_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106233_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106234_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106235_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106236_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106237_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106238_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106239_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106240_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106241_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106242_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106243_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106244_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106245_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106246_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106247_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106248_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106249_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106250_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106251_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106252_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106253_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106254_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam	SRR9106255_trimfastp_SE-sortmerna.fqUnmappedAligned.sortedByCoord.out.bam
TRINITY_DN0_c0_g1_i2.p2	TRINITY_DN0_c0_g1_i2	114	980	-	867	14	20	7	16	5	10	14	5	3	13	10	11	9	26	24	16	18	2	4	13	4	5	0	6	5	0	29	20	20	22	9	8	11	9	2	66	70	69	4	16	6	7	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
TRINITY_DN0_c0_g1_i3.p3	TRINITY_DN0_c0_g1_i3	2	217	+	216	7	4	8	8	3	6	6	0	3	2	1	1	1	14	16	9	31	0	0	0	0	0	0	0	0	0	14	10	21	8	2	1	0	1	2	81	75	76	9	3	2	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c0_g1_i4.p2	TRINITY_DN0_c0_g1_i4	114	779	-	666	9	5	7	13	7	13	8	0	1	3	0	2	2	21	24	13	7	1	0	3	2	1	0	1	0	0	17	21	26	5	3	2	4	2	1	66	68	88	4	4	4	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c0_g1_i5.p3	TRINITY_DN0_c0_g1_i5	2	577	+	576	2	3	2	3	3	3	4	0	3	1	1	4	4	10	7	1	7	0	0	3	4	0	0	0	0	0	3	10	11	7	2	1	0	2	1	29	27	24	2	4	6	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c0_g1_i5.p6	TRINITY_DN0_c0_g1_i5	974	1474	+	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c0_g1_i6.p1	TRINITY_DN0_c0_g1_i6	1	204	+	204	7	4	7	4	7	8	7	0	0	3	1	1	1	13	13	9	16	0	0	0	0	0	0	0	0	0	8	10	15	9	0	2	0	0	2	59	36	43	6	2	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c0_g3_i1.p3	TRINITY_DN0_c0_g3_i1	3	197	+	195	20	23	17	22	25	27	14	20	14	15	22	20	7	58	55	58	68	3	13	3	5	9	4	8	3	1	39	35	39	23	22	18	22	18	4	1742	1924	1836	203	25	17	25	23	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c0_g3_i12.p4	TRINITY_DN0_c0_g3_i12	3	230	+	228	26	26	20	24	25	18	23	19	5	13	14	13	5	71	88	76	87	1	4	8	5	6	4	5	4	2	76	65	65	44	213	229	256	231	84	27	30	36	3	4	5	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TRINITY_DN0_c0_g3_i14.p3	TRINITY_DN0_c0_g3_i14	3	185	+	183	12	15	10	6	6	12	8	10	8	4	4	2	2	31	18	20	25	1	5	1	4	5	4	6	4	5	6	21	20	11	12	9	11	9	2	40	43	42	4	1397	1454	1512	1360	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c0_g3_i8.p3	TRINITY_DN0_c0_g3_i8	3	185	+	183	17	12	7	13	13	19	7	17	14	14	19	21	9	43	34	46	42	1	12	2	4	8	7	7	5	1	19	21	30	9	21	12	20	14	3	6025	6351	6091	642	20	18	18	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c0_g4_i7.p1	TRINITY_DN0_c0_g4_i7	2	841	-	840	12	5	4	1	2	0	4	4	0	1	1	2	0	8	4	5	3	1	0	0	1	0	0	1	1	0	7	8	10	7	5	1	1	4	0	4	5	18	0	1	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c0_g6_i1.p2	TRINITY_DN0_c0_g6_i1	3	206	+	204	8	9	8	12	11	11	4	2	0	2	2	2	0	41	36	43	49	2	1	0	1	1	0	0	0	0	20	14	18	9	0	0	3	0	0	56	59	66	8	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c13_g1_i1.p2	TRINITY_DN0_c13_g1_i1	3	209	+	207	1	1	1	1	0	0	0	1	1	0	0	1	0	1	3	4	3	0	0	0	0	0	0	0	0	0	1	2	6	3	0	0	0	0	0	7	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c1_g1_i22.p2	TRINITY_DN0_c1_g1_i22	3080	3277	+	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c29_g1_i3.p1	TRINITY_DN0_c29_g1_i3	37	219	-	183	19	16	12	20	21	15	12	2	3	2	4	1	0	15	30	35	25	1	1	1	1	0	0	0	1	0	12	13	29	8	5	1	2	2	0	35	31	16	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c29_g1_i4.p1	TRINITY_DN0_c29_g1_i4	1	243	-	243	33	30	22	38	36	28	20	2	2	5	10	4	1	38	60	66	47	4	3	3	2	0	1	3	2	1	41	26	41	26	9	10	9	5	3	59	81	62	13	8	10	10	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c2_g1_i1.p1	TRINITY_DN0_c2_g1_i1	281	481	+	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c2_g2_i15.p2	TRINITY_DN0_c2_g2_i15	1	765	-	765	10	10	6	5	7	6	6	1	4	8	6	5	1	5	4	4	5	0	2	2	1	2	2	4	2	1	9	5	6	3	6	4	2	3	1	8	7	16	1	6	3	7	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	2	1	1	1	0
TRINITY_DN0_c44_g3_i1.p1	TRINITY_DN0_c44_g3_i1	3	305	+	303	6	2	5	3	9	8	5	1	1	2	2	0	0	21	18	26	24	5	0	0	0	0	0	0	0	0	9	11	12	4	1	1	1	0	0	39	54	44	5	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c45_g2_i1.p3	TRINITY_DN0_c45_g2_i1	2	259	-	258	3	4	7	10	4	2	2	3	0	2	1	0	2	16	26	52	21	3	1	0	0	0	0	0	0	0	5	3	2	5	2	1	0	1	1	23	20	27	3	2	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c46_g1_i1.p1	TRINITY_DN0_c46_g1_i1	3	314	-	312	2	7	3	0	5	3	1	1	3	3	1	1	1	11	8	14	6	1	0	0	0	0	0	0	0	0	7	6	7	5	1	0	1	0	0	27	33	22	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c47_g1_i1.p3	TRINITY_DN0_c47_g1_i1	3	230	+	228	3	7	3	3	4	3	3	0	0	1	1	1	0	13	5	14	8	1	0	0	0	1	0	0	0	0	6	10	9	1	0	0	0	0	0	16	16	18	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c4_g2_i1.p2	TRINITY_DN0_c4_g2_i1	2	214	+	213	7	0	1	1	3	0	0	0	0	1	0	0	0	0	3	3	3	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	1	1	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c52_g1_i1.p3	TRINITY_DN0_c52_g1_i1	3	248	-	246	5	2	6	6	5	4	3	0	0	0	0	1	0	8	8	2	8	0	0	0	0	0	0	0	0	0	5	5	10	4	1	0	0	0	0	15	21	25	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c61_g1_i1.p1	TRINITY_DN0_c61_g1_i1	1	219	+	219	2	2	7	13	4	3	8	0	2	0	1	2	0	17	14	19	15	3	1	0	0	0	0	0	0	1	4	8	5	3	0	2	0	0	0	22	26	26	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c64_g1_i1.p1	TRINITY_DN0_c64_g1_i1	2	262	+	261	1	2	1	0	2	1	0	0	1	0	1	1	0	6	1	6	7	2	0	0	0	0	0	0	0	0	4	5	1	1	0	1	1	0	0	16	7	13	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c75_g1_i1.p1	TRINITY_DN0_c75_g1_i1	7	207	-	201	4	0	0	1	3	1	1	0	0	0	1	0	0	4	3	8	6	0	0	0	0	0	0	0	0	0	2	6	1	1	1	0	0	1	0	13	16	14	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c7_g1_i2.p3	TRINITY_DN0_c7_g1_i2	3	302	+	300	6	2	2	3	3	3	1	2	0	0	0	1	1	5	5	1	3	0	1	0	2	0	0	0	0	0	5	1	7	4	1	2	1	0	0	11	12	6	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c7_g1_i3.p2	TRINITY_DN0_c7_g1_i3	2	295	+	294	3	6	4	3	2	1	2	3	0	0	1	6	1	5	4	1	9	1	1	0	2	1	0	0	0	0	8	3	9	4	0	1	1	0	0	4	5	4	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c7_g1_i5.p2	TRINITY_DN0_c7_g1_i5	2	244	-	243	5	4	1	0	0	3	1	1	0	0	2	1	1	2	3	3	3	0	0	0	1	0	0	1	1	0	4	3	4	4	0	3	0	0	0	7	5	7	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c7_g1_i6.p2	TRINITY_DN0_c7_g1_i6	2	217	-	216	2	3	3	3	1	1	1	1	0	0	1	3	1	3	3	0	7	1	1	0	1	1	0	0	0	0	6	1	6	4	0	0	1	0	0	2	2	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN0_c85_g1_i1.p2	TRINITY_DN0_c85_g1_i1	3	203	+	201	0	2	0	0	0	1	2	0	0	0	0	1	0	6	3	4	5	0	0	0	0	0	0	0	0	0	3	1	4	2	2	0	0	0	0	8	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100006_c1_g1_i2.p1	TRINITY_DN100006_c1_g1_i2	1	207	+	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN10004_c0_g1_i10.p1	TRINITY_DN10004_c0_g1_i10	3	236	+	234	1	2	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN100078_c0_g1_i1.p1	TRINITY_DN100078_c0_g1_i1	2	250	+	249	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
